1.000000000000000000e+00,1.212814745142932438e+01
1.010000000000000009e+00,1.287408386351776812e+01
1.020000000000000018e+00,1.301601343723213411e+01
1.030000000000000027e+00,1.261826096915499207e+01
1.040000000000000036e+00,1.257878656763451986e+01
1.050000000000000044e+00,1.268306802289288626e+01
1.060000000000000053e+00,1.276278657238673375e+01
1.070000000000000062e+00,1.216405994811957036e+01
1.080000000000000071e+00,1.273007779899157654e+01
1.090000000000000080e+00,1.274869561767133419e+01
1.100000000000000089e+00,1.247631365643554169e+01
1.110000000000000098e+00,1.267015946469460985e+01
1.120000000000000107e+00,1.297551460702493920e+01
1.129999999999999893e+00,1.227468773095591814e+01
1.140000000000000124e+00,1.295515572418753969e+01
1.149999999999999911e+00,1.292868449677376752e+01
1.159999999999999920e+00,1.249486096979151206e+01
1.169999999999999929e+00,1.328741264733080385e+01
1.179999999999999938e+00,1.297057831178927323e+01
1.189999999999999947e+00,1.306640141219653373e+01
1.199999999999999956e+00,1.281262422029762327e+01
1.209999999999999964e+00,1.272472354946290274e+01
1.219999999999999973e+00,1.291122186639621638e+01
1.229999999999999982e+00,1.324294723312569566e+01
1.239999999999999991e+00,1.330301945857340762e+01
1.250000000000000000e+00,1.294268067575701764e+01
1.260000000000000009e+00,1.333099824708449432e+01
1.270000000000000018e+00,1.346630874739606654e+01
1.280000000000000027e+00,1.313334273867325663e+01
1.290000000000000036e+00,1.339657012791629143e+01
1.300000000000000044e+00,1.348737650663036725e+01
1.310000000000000053e+00,1.335493889701196579e+01
1.320000000000000062e+00,1.321134648965098535e+01
1.330000000000000071e+00,1.346718874744906280e+01
1.340000000000000080e+00,1.289851895984699404e+01
1.350000000000000089e+00,1.290642545968677801e+01
1.359999999999999876e+00,1.298934451852385230e+01
1.370000000000000107e+00,1.295939244196561546e+01
1.379999999999999893e+00,1.282689710183105802e+01
1.390000000000000124e+00,1.331094368220077051e+01
1.399999999999999911e+00,1.320861455429985831e+01
1.410000000000000142e+00,1.345718016481380097e+01
1.419999999999999929e+00,1.318994264729773924e+01
1.429999999999999938e+00,1.323033983310665285e+01
1.439999999999999947e+00,1.374736628481973710e+01
1.449999999999999956e+00,1.348063581826025370e+01
1.459999999999999964e+00,1.332136140058009488e+01
1.469999999999999973e+00,1.345105073589617284e+01
1.479999999999999982e+00,1.369021854385991332e+01
1.489999999999999991e+00,1.396963544374279209e+01
1.500000000000000000e+00,1.328799948280649446e+01
1.510000000000000009e+00,1.326885610817609162e+01
1.520000000000000018e+00,1.342710266270994701e+01
1.530000000000000027e+00,1.372157329358008226e+01
1.540000000000000036e+00,1.356612800302893262e+01
1.550000000000000044e+00,1.362935146913338080e+01
1.560000000000000053e+00,1.330296822303006543e+01
1.570000000000000062e+00,1.411264565332113641e+01
1.580000000000000071e+00,1.384068335276630535e+01
1.589999999999999858e+00,1.328393585813601874e+01
1.600000000000000089e+00,1.322037261833404642e+01
1.609999999999999876e+00,1.393444768650767074e+01
1.620000000000000107e+00,1.354262658440162603e+01
1.629999999999999893e+00,1.335791881730184016e+01
1.640000000000000124e+00,1.371948507327130784e+01
1.649999999999999911e+00,1.376735356465874283e+01
1.660000000000000142e+00,1.428741542588897140e+01
1.669999999999999929e+00,1.381458315555861027e+01
1.680000000000000160e+00,1.367249538498394479e+01
1.689999999999999947e+00,1.362309616864351902e+01
1.700000000000000178e+00,1.434966347291556055e+01
1.709999999999999964e+00,1.377154653533543360e+01
1.719999999999999973e+00,1.412901606421929834e+01
1.729999999999999982e+00,1.417997178293883032e+01
1.739999999999999991e+00,1.378657361553100280e+01
1.750000000000000000e+00,1.419577997149955273e+01
1.760000000000000009e+00,1.355678792339781147e+01
1.770000000000000018e+00,1.357835454213348925e+01
1.780000000000000027e+00,1.450470832831619461e+01
1.790000000000000036e+00,1.422711945005657874e+01
1.800000000000000044e+00,1.374828014867429715e+01
1.810000000000000053e+00,1.363352209975658980e+01
1.820000000000000062e+00,1.457653797985901889e+01
1.830000000000000071e+00,1.434931726928263629e+01
1.839999999999999858e+00,1.431307137061807211e+01
1.850000000000000089e+00,1.451187812857188497e+01
1.859999999999999876e+00,1.372586120403164678e+01
1.870000000000000107e+00,1.439974797363591463e+01
1.879999999999999893e+00,1.460455357724982584e+01
1.890000000000000124e+00,1.426832451884290798e+01
1.899999999999999911e+00,1.388675466565749872e+01
1.910000000000000142e+00,1.398404727222674282e+01
1.919999999999999929e+00,1.434620949038646742e+01
1.930000000000000160e+00,1.399763706017321496e+01
1.939999999999999947e+00,1.472120024043267250e+01
1.950000000000000178e+00,1.488732524355953402e+01
1.959999999999999964e+00,1.444863944215967422e+01
1.969999999999999973e+00,1.466673929407326682e+01
1.979999999999999982e+00,1.446171973795610910e+01
1.989999999999999991e+00,1.437441079566576896e+01
2.000000000000000000e+00,1.455677763233609312e+01
